level,code,terrain,game_mode,player_powers,enemy_powers,speed,strategic_side,outcome,ticks,seconds,blue_population,red_population,blue_living_population,red_living_population,blue_mana,red_mana,blue_castles,red_castles,blue_peak_castles,red_peak_castles,blue_towns,red_towns,blue_action_markers,red_action_markers,blue_alive_slots,red_alive_slots,dead_slots,ruins,slots,war_tick,first_offense_tick,last_offense_tick,both_quakes,both_volcanoes,both_floods,both_knights,both_wars,blue_initial_population,red_initial_population,blue_initial_mana,red_initial_mana,state_hash,blue_exact_quakes,red_exact_quakes,blue_exact_swamps,red_exact_swamps,blue_exact_knights,red_exact_knights,blue_exact_volcanoes,red_exact_volcanoes,blue_exact_floods,red_exact_floods,blue_exact_wars,red_exact_wars,blue_unclassified_power_score,red_unclassified_power_score,blue_actual_towns,red_actual_towns,blue_actual_castles,red_actual_castles,blue_actual_knights,red_actual_knights,blue_actual_battles_won,red_actual_battles_won,blue_peak_actual_population,red_peak_actual_population,blue_peak_actual_towns,red_peak_actual_towns,blue_peak_actual_castles,red_peak_actual_castles,blue_peak_actual_knights,red_peak_actual_knights,blue_peak_actual_battles_won,red_peak_actual_battles_won
160,SHIYLOW,0,4,30,15,1,0,ongoing,9600,1200.000,15824,8503,15824,8503,4390,4424,0,0,0,0,15,23,0,0,25,37,7,0,69,0,3467,5693,2,0,0,0,0,900,900,399,399,dea511f59cf435ea801a13c68afcdd3b128ecc1247519e8a33efa99d67fd1a26,0,2,1,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,27,53,15824,8506,20,23,0,0,0,0,27,53
160,SHIYLOW,0,4,30,15,1,1,ongoing,9600,1200.000,12048,7151,12048,7151,7561,2709,0,0,0,0,15,20,0,0,20,34,6,0,60,0,4787,6867,2,0,0,0,0,900,900,399,399,ea6b3153bb43ec402d2eaf1cd6503344f7aa47394a59c6cbe499ad725667f3b9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,28,36,12048,7151,17,20,0,0,0,0,28,36
161,HURTAICK,0,4,30,15,1,0,loss,7539,942.375,2,9426,0,9426,-250,1273,0,0,0,0,0,24,0,0,0,33,32,2,67,0,357,7444,2,0,0,2,0,900,900,399,399,fdf8726f7c7df4122672726e7522632407ec1a4c2328c3f0b03c2b3944552ba1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,2,41,137,4262,9563,25,28,0,0,0,2,41,137
161,HURTAICK,0,4,30,15,1,1,loss,8480,1060.000,14267,0,14267,0,7274,-250,0,0,0,0,27,0,0,0,47,0,9,0,56,0,357,6881,2,1,0,1,0,900,900,399,399,daf8fd8425eee9b8acff47b7f2281f7910736ffd874f9213163f8c312fe945c9,0,2,0,0,1,0,1,0,0,0,0,0,0,0,27,0,0,0,1,0,70,40,14923,4397,27,27,0,0,1,0,70,40
162,JOSUSHOLE,0,4,30,15,1,0,ongoing,9600,1200.000,5551,19579,5551,19579,1126,1990,0,0,0,0,27,23,0,0,44,32,10,0,86,0,1292,4326,1,0,0,1,0,900,900,399,399,4dd555f6dab2d7a92b66763053dd4cfb63324ec3b3af6d7e06b51731cf6037c1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,28,23,0,0,0,1,40,109,7760,19612,28,29,0,0,0,1,40,109
162,JOSUSHOLE,0,4,30,15,1,1,ongoing,9600,1200.000,22463,20065,22463,20065,5154,600,0,0,0,0,26,41,0,0,39,60,4,0,103,0,997,9236,9,1,0,0,0,900,900,399,399,82328f9189fa09cd35fb23b062fea3b468a4144dc9a342d14a81182e2bb962d9,0,9,0,0,0,0,1,0,0,0,0,0,0,0,26,41,0,0,0,0,21,60,26663,24055,28,43,0,0,0,0,21,60
163,TIMDIELAS,0,4,30,15,1,0,ongoing,9600,1200.000,10775,5950,10775,5950,3207,1830,0,0,0,0,22,24,0,0,35,41,1,0,77,0,7049,7049,1,0,0,0,0,900,900,399,399,02eb59e50eef7bece4d99e22d2c4a8dd48e48a30b52143f1a0db6d4e1a6b081c,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,78,62,10978,6108,28,27,0,0,0,0,78,62
163,TIMDIELAS,0,4,30,15,1,1,ongoing,9600,1200.000,7726,10435,7726,10435,5554,-64,0,0,0,0,7,47,0,0,10,83,3,0,96,0,5081,8441,3,0,0,0,0,900,900,399,399,951eec292afb54ea884b40e8afea16ace0d4e55a9bcdb8d54e8f8eb15c975930,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,47,0,0,0,0,100,87,9223,10477,25,49,0,0,0,0,100,87
164,CALQUEAL,0,4,30,15,1,0,ongoing,9600,1200.000,810,6657,810,6657,4305,4786,0,0,0,0,5,19,0,0,10,32,0,0,42,0,2565,2565,1,0,0,0,0,900,900,399,399,6d49b2a1ed07a81a99bc72617d040c416ade1d053c7a8d8e29bb1d470586f361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,39,42,1605,6657,13,20,0,0,0,0,39,42
164,CALQUEAL,0,4,30,15,1,1,ongoing,9600,1200.000,5150,6545,5150,6545,6076,2899,0,0,0,0,9,19,0,0,14,32,7,0,53,0,2430,4647,2,0,0,0,0,900,900,399,399,702a8b6cb6657b574b7f467eda7ee9da0a342de48404cee49804bf07a653d90b,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,0,0,43,49,5150,6545,13,22,0,0,0,0,43,49
165,SCOUOLD,0,16,63,63,3,0,win,5231,653.875,41162,0,41162,0,11497,-250,0,0,25,13,0,0,1174,1582,3,0,96,0,99,5005,713,5005,27,5,0,8,1,135,135,399,399,4b1846ff57995f42c27ee4b0245734a312096712d109a775ea49b951a9444eb4,22,5,0,0,5,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,58,70,50724,23912,67,42,25,13,2,2,58,70
165,SCOUOLD,0,16,63,63,3,1,loss,5459,682.375,55068,1,55068,0,3771,-250,29,0,31,6,9,0,1770,1072,56,0,47,1,104,0,1081,5434,6,16,0,6,0,135,135,399,399,c3ec0fe129755950ccd2dfda03dffd822e880619fe771c5f710e8c049059dfc4,0,6,5,0,6,0,16,0,0,0,0,0,0,0,9,0,29,0,2,0,117,7,55718,15750,33,40,31,6,3,0,117,7
166,SWADEBOY,0,16,63,63,3,0,ongoing,9600,1200.000,58655,45603,58654,45603,2076,3397,5,3,13,28,119,25,2429,3278,168,39,0,1,208,0,1249,9529,59,25,0,15,0,135,135,399,399,62a8c78292a9bd2028b643ff2b973106bec7ec9851389b5730c546f1ffe7b4b3,33,26,0,0,0,15,0,25,0,0,0,0,0,0,119,25,5,3,0,4,63,427,58655,54103,121,43,13,28,0,4,63,427
166,SWADEBOY,0,16,63,63,3,1,ongoing,9600,1200.000,6573,55386,6573,55386,5613,61089,0,22,18,22,0,95,3085,2803,2,163,7,0,172,0,1699,9353,21,25,0,11,0,135,135,399,399,b06e1b29eebd1a1b6ecd210d68c4cc554c156a9fbe5f84fa53dfd28cc25b88cc,0,21,0,0,9,2,25,0,0,0,0,0,0,0,0,95,0,22,2,1,504,50,32691,55386,44,110,18,22,5,1,504,50
167,KILLOZDOR,0,16,63,63,3,0,win,8407,1050.875,17323,0,17323,0,21644,-250,0,0,23,27,0,0,2489,2809,1,0,72,0,73,8155,1195,8155,46,17,0,12,1,135,135,399,399,87364c2667f4bd6a769a22ff73ae55cca252e19ade43df0efaaafa4d6d493ac1,30,16,0,0,3,9,0,17,0,0,1,0,0,0,0,0,0,0,0,0,87,322,52424,28665,92,45,23,27,1,4,87,322
167,KILLOZDOR,0,16,63,63,3,1,win,9199,1149.875,0,24925,0,24925,-250,13251,0,0,21,25,0,0,3029,2712,0,1,158,0,159,8953,1138,8953,60,16,0,20,1,135,135,399,399,3aff9af250a5e796d8f16c5d6ddedc0c557c350f7a1e5ca79a2dfb13a66f84ae,26,34,1,2,11,9,13,3,0,0,0,1,0,0,0,0,0,0,0,0,244,119,26540,60210,44,91,21,25,4,1,244,119
168,EOAWILPAL,0,16,63,63,3,0,ongoing,9600,1200.000,29306,38149,29305,38149,117,3606,5,19,23,23,21,20,2171,3261,41,53,21,1,116,0,841,9580,30,24,1,12,0,135,135,399,399,a24fba293da5ac275de65bc01c3a9caadc36b2008c02a4e265f53371934c57f0,30,0,0,0,4,8,0,24,1,0,0,0,0,0,21,20,5,19,0,2,75,295,45914,38178,74,42,23,23,1,3,75,295
168,EOAWILPAL,0,16,63,63,3,1,ongoing,9600,1200.000,61154,75367,61154,75367,5370,2500,0,12,19,16,34,96,3203,2689,55,148,1,0,204,0,889,9550,72,23,0,8,0,135,135,399,399,6ca8b0abf96b38dc4608828339b9e6bd49b032024de76164688a8f2a1dd97a17,25,47,1,0,8,0,23,0,0,0,0,0,0,0,34,96,0,12,2,0,390,57,61198,75367,40,96,19,16,4,0,390,57
169,BURINGPERT,0,16,63,63,3,0,loss,8003,1000.375,1,104530,0,104530,-250,7969,0,52,16,54,0,3,1499,2441,0,66,29,1,96,0,1195,7950,22,37,0,11,0,135,135,399,399,37e552c37ab2a905740477c052130c772ec054adeecfaf148bf6a028189c7c40,22,0,0,0,0,11,0,37,0,0,0,0,0,0,0,3,0,52,0,4,11,187,18619,104557,30,42,16,54,0,5,11,187
169,BURINGPERT,0,16,63,63,3,1,ongoing,9600,1200.000,103640,2246,103640,2246,7056,-210,45,0,45,6,16,0,2964,1230,79,1,77,0,157,0,729,9550,7,51,0,20,0,135,135,399,399,eb064b2bcf8ae9768427de1c738213814a357867556cbe238f333f131de01ae2,0,7,1,0,20,0,51,0,0,0,0,0,0,0,16,0,45,0,3,0,434,13,103640,17742,32,78,45,6,6,0,434,13
170,MORILAS,2,16,31,63,3,0,loss,4636,579.500,1,79103,0,79103,-250,4605,0,39,2,39,0,0,420,1342,0,49,9,1,59,0,2089,4369,5,1,0,1,0,135,135,399,399,f44116c6629322d7948555536ff28e7e3abf59fe19ad74e3d5c23a8b00ac50cf,1,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,39,0,1,0,19,4381,79173,12,14,2,39,0,1,0,19
170,MORILAS,2,16,31,63,3,1,win,9258,1157.250,0,32122,0,32122,1674,4339,0,0,26,38,0,0,2206,2085,0,2,103,0,105,9034,1181,9034,8,3,0,3,1,135,135,399,399,5dabd5c698d7abca08688dd7be7a344afaa250df1ab4da37d83222f7787f5824,8,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,74,109,39836,107743,30,65,26,38,1,1,74,109
171,NIMCEAL,2,16,31,63,3,0,loss,6675,834.375,1,112334,0,112334,-250,2518,0,49,7,49,0,33,547,1895,0,97,2,1,100,0,2289,6610,10,3,0,5,0,135,135,399,399,7cf6e613861e4683d93e168964190a0decd5c1976a9f67740e0d7f09e279c606,2,8,0,0,0,5,0,3,0,0,0,0,0,0,0,33,0,49,0,1,4,62,12049,112380,17,33,7,49,0,2,4,62
171,NIMCEAL,2,16,31,63,3,1,loss,9356,1169.500,86625,1,86625,0,4264,-250,39,0,39,9,18,0,2137,1972,71,0,42,1,114,0,1345,9169,14,5,0,8,0,135,135,399,399,245e2cd74acaaa2f2574b70f5f1c86be4d134c0db6afc1703b77452899160ee0,6,8,1,0,8,0,5,0,0,0,0,0,0,0,18,0,39,0,1,0,158,7,86724,23200,25,59,39,9,4,0,158,7
172,BILASPIL,2,16,31,63,3,0,loss,8827,1103.375,1,126477,0,126477,-250,6573,0,53,18,53,0,7,1048,2362,0,67,15,1,83,0,2362,8689,9,7,0,10,0,135,135,399,399,93ae2bc99eb5adcd0cdb9560746f01b4d4a1bca6c551e697e23a69d0b53c7093,1,8,0,0,0,10,0,7,0,0,0,0,0,0,0,7,0,53,0,1,1,168,31501,143152,36,16,18,53,0,3,1,168
172,BILASPIL,2,16,31,63,3,1,loss,5748,718.500,119037,2,119037,0,5889,-250,52,0,52,4,13,0,1709,836,78,0,4,2,84,0,2827,5587,0,3,0,5,0,135,135,399,399,8c36dcd66da1b4a5080850fdc1a615c5af5bacef5f2d0a3303a2f098d19b0742,0,0,0,0,5,0,3,0,0,0,0,0,0,0,13,0,52,0,1,0,53,0,119113,4516,16,18,52,4,3,0,53,0
173,RINGHIPJOB,2,16,31,63,3,0,loss,6376,797.000,2,97294,0,97294,-250,4478,0,41,1,41,0,0,1056,2036,0,59,8,2,69,0,3274,6243,1,1,0,6,0,135,135,399,399,3fc4bf838891d836bc06dffc6708f3cb8c8a03e7340f91ca7ea49eaae7395593,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,41,0,3,1,56,3302,97294,28,17,1,41,0,4,1,56
173,RINGHIPJOB,2,16,31,63,3,1,win,8059,1007.375,0,65208,0,65208,-250,70329,0,28,7,28,0,50,1119,2015,0,88,14,0,102,0,5002,5002,0,1,0,0,0,135,135,399,399,5bc9dad5c935596d29cb205c47e6999c9b40ee32e5cf3bf4fb508ec92c214c46,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,50,0,28,0,0,11,42,4465,65254,30,60,7,28,0,0,11,42
174,WEAVOUTLIN,2,16,31,63,3,0,ongoing,9600,1200.000,402,75800,400,75800,-231,3430,0,34,10,34,6,7,1382,2475,7,49,56,2,114,0,4017,9430,9,5,0,11,0,135,135,399,399,beedce6df691b2d49e3e3cd59324cc3072df9fc084959181b8d4259cb9e31ec4,9,0,0,0,0,11,0,5,0,0,0,0,0,0,6,7,0,34,0,2,5,155,20021,75800,65,29,10,34,0,4,5,155
174,WEAVOUTLIN,2,16,31,63,3,1,loss,5486,685.750,78826,1,78826,0,4243,-250,42,0,42,4,10,0,1536,488,60,0,17,1,78,0,2074,5302,8,2,0,3,0,135,135,399,399,1c9a1175399c12466d924766adb2682ae6ee9bf12afb89351269653e07edeb8f,6,2,0,0,3,0,2,0,0,0,0,0,0,0,10,0,42,0,1,0,58,0,78953,5046,21,25,42,4,2,0,58,0
175,ALPAPAL,0,16,32,63,1,0,loss,3230,403.750,1,22118,0,22118,-250,6259,0,26,3,26,0,10,0,0,0,50,6,1,57,0,2185,3137,0,3,0,3,0,45,45,399,399,47af763caf21e94a51dbf0b1e259b05d802048e25417a01de1eeac4691be2462,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,10,0,26,0,2,0,27,1983,22219,13,14,3,26,0,3,0,27
175,ALPAPAL,0,16,32,63,1,1,win,4564,570.500,0,5303,0,5303,2959,4225,0,0,26,16,0,0,0,0,0,1,72,0,73,4153,1249,4153,27,0,0,0,1,45,45,399,399,e641df943d1cc5478d0de321778664de48d272ff99e8987a4730f04c60cccf30,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26906,32466,13,40,27,16,0,0,0,1
176,BADUSPERT,0,16,32,63,1,0,loss,4595,574.375,1,47414,0,47414,-250,897,0,39,10,40,0,0,0,0,0,52,33,1,86,0,1257,4593,27,13,0,6,0,45,45,399,399,ce1d8cb1140b24554bf96f2312dd7f435c2c4f7c7650b852fa9edb08785d045d,0,27,0,1,0,6,0,13,0,0,0,0,0,0,0,0,0,39,0,3,0,97,5950,47441,33,21,10,40,0,4,0,97
176,BADUSPERT,0,16,32,63,1,1,win,3640,455.000,0,1693,0,1693,-45,9452,0,0,25,6,0,0,0,0,0,2,95,0,97,3401,1697,3401,6,0,0,0,1,45,45,399,399,7eb63fdcb38b6be9a79dd1ec8b56149ef932bfb57b2f9ed21e5405416e7b01ce,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,20,20258,22225,17,57,25,6,0,0,36,20
177,IMMDIEOUT,0,16,32,63,1,0,ongoing,9600,1200.000,15013,103932,15010,103932,214,3134,9,26,16,59,82,3,0,0,121,54,4,3,182,0,1585,9575,110,55,0,25,0,45,45,399,399,de5790e8af8617a35da32438d16a37e2be4fe90de00c3f36de875e42d8d09a1c,0,110,0,1,0,25,0,55,0,0,0,0,0,0,82,3,9,26,0,6,18,550,16991,132011,82,15,16,59,0,6,18,550
177,IMMDIEOUT,0,16,32,63,1,1,loss,3634,454.250,21412,0,21412,0,4634,-250,0,0,27,1,0,0,0,0,1,0,29,0,30,3105,1167,3105,3,0,0,0,1,45,45,399,399,bc0db854f54fb7957d5483005c7a4b8bb8b8e659247e23b5facea41ad6968132,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24550,1959,18,1,27,1,0,0,1,0
178,HOBQUET,0,16,32,63,1,0,loss,4348,543.500,0,51095,0,51095,-250,4464,0,58,6,59,0,5,0,0,0,79,17,0,96,0,1673,4321,23,12,0,4,0,45,45,399,399,4729f48f8923744e6c658a5f4341dd67e9a962a514beb5691236bcf6d6dad9a3,0,23,0,2,0,4,0,12,0,0,0,0,0,0,0,5,0,58,0,1,1,64,5224,51158,22,21,6,59,0,4,1,64
178,HOBQUET,0,16,32,63,1,1,win,5174,646.750,0,4424,0,4424,131326,33986,0,0,46,32,0,0,0,0,0,1,143,0,144,4937,1633,4937,23,2,0,2,1,45,45,399,399,f59c239c3aa0f472089d4a4acf6e1b170c4100905bf8e24258aa276727c930d8,0,23,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,25,31,33128,45383,28,50,46,32,0,1,25,31
179,BUGUPIL,0,16,32,63,1,0,loss,5070,633.750,2,45123,0,45123,-250,4927,0,39,8,39,0,8,0,0,0,62,31,2,95,0,1353,5050,23,11,0,8,0,45,45,399,399,2c2063e339183e3fb6aeb1337696732113d3e9c6049bd4d0a97a7d0ddbeb44cc,0,23,0,2,0,8,0,11,0,0,0,0,0,0,0,8,0,39,0,3,3,109,8231,45144,34,18,8,39,0,4,3,109
179,BUGUPIL,0,16,32,63,1,1,loss,3923,490.375,11775,0,11775,0,4408,-250,0,0,24,9,0,0,0,0,1,0,37,0,38,3617,1399,3617,16,0,0,0,1,45,45,399,399,33dc0bb799605386103dce88ac52079f184075c6907b374268710a96d8f5f364,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26831,14666,15,8,24,9,0,0,1,0
180,SHADPEJOB,2,16,15,63,2,0,loss,5114,639.250,1,84341,0,84341,-250,5958,0,47,8,47,0,3,215,1819,0,57,20,1,78,0,2585,4897,5,2,0,2,0,135,135,399,399,4b5779bc0515feb65c2c96c49f04c3045db27c1779b6ad721f03f588e65ba807,2,3,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,47,0,1,1,43,8673,84377,25,13,8,47,0,2,1,43
180,SHADPEJOB,2,16,15,63,2,1,ongoing,9600,1200.000,84441,42647,84441,42647,2203,1941,36,24,59,24,5,45,2642,2513,57,74,4,0,135,0,2793,9529,7,10,0,1,0,135,135,399,399,cd4e3de2ead6100e8214b63ba1cc51e9cb762dd739e8c374fc5b4c1b8e283da9,0,7,13,0,1,0,10,0,0,0,0,0,0,0,5,45,36,24,1,0,54,15,142947,42647,14,45,59,24,1,0,54,15
181,COROZLIN,2,16,15,63,2,0,ongoing,9600,1200.000,60056,16358,60052,16358,175,3916,19,18,31,25,70,6,1534,2018,107,35,3,4,149,0,2179,9537,16,4,0,7,0,135,135,399,399,21424c5810bc8c1747d910058c944c7d28271a84f0fa8aa258c5058eebb35b28,16,0,0,1,0,7,0,4,0,0,0,0,0,0,70,6,19,18,0,3,8,115,60077,29111,72,26,31,25,0,3,8,115
181,COROZLIN,2,16,15,63,2,1,loss,5457,682.125,82858,1,82858,0,2401,-250,50,0,50,1,13,0,1727,793,77,0,8,1,86,0,2337,5393,4,1,0,5,0,135,135,399,399,a6defe5524ccd97fc18192bb493c30ea3cbab47a20521f493287abb7efebfd89,2,2,0,0,5,0,1,0,0,0,0,0,0,0,13,0,50,0,1,0,42,2,82868,3910,23,21,50,1,3,0,42,2
182,BINWILDON,2,16,15,63,2,0,loss,3902,487.750,1,41299,0,41299,-250,2133,0,35,1,35,0,2,503,1451,0,49,2,1,52,0,3502,3819,0,1,0,1,0,135,135,399,399,d293b04507b47780704a4a849c07ac2bda884ac72b3f8a52b5fee890a8d7daa1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,35,0,1,0,12,2060,41453,8,11,1,35,0,1,0,12
182,BINWILDON,2,16,15,63,2,1,ongoing,9600,1200.000,98237,215,98237,215,7199,1357,37,0,37,9,4,1,1451,1428,54,1,28,0,83,0,3289,9209,11,4,0,8,0,135,135,399,399,ebaa37751693afbd222cd0fea7ea3b100af96374b3d9fe2fa667c65ecfb81fc5,10,1,0,0,8,0,4,0,0,0,0,0,0,0,4,1,37,0,2,0,122,0,98237,12032,12,48,37,9,4,0,122,0
183,SADINGMAR,2,16,15,63,2,0,ongoing,9600,1200.000,8370,39184,8370,39184,2150,6194,2,13,6,25,55,14,2780,1991,62,39,9,0,110,0,3041,9529,14,6,0,4,0,135,135,399,399,14d879aa5c5d5b8518c18aa7759c1b0323f5fd2af9186a5d032c8eb7e08f12ba,14,0,0,2,0,4,0,6,0,0,0,0,0,0,55,14,2,13,0,1,0,74,14012,39939,66,17,6,25,0,4,0,74
183,SADINGMAR,2,16,15,63,2,1,ongoing,9600,1200.000,90350,24076,90350,24076,884,340,36,17,52,19,14,45,2976,3232,64,74,8,0,146,0,2769,9583,20,11,0,1,0,135,135,399,399,05504f20324cda45e63a828f983f149409312855d5a6589aec5a37c1c678fe42,11,9,1,0,1,0,11,0,0,0,0,0,0,0,14,45,36,17,1,0,65,9,118562,24864,19,61,52,19,1,0,65,9
184,LOWIOUT,2,16,15,63,2,0,loss,8545,1068.125,1,138798,0,138798,-250,3670,0,51,12,51,0,12,1447,2699,0,72,30,1,103,0,3065,8446,12,5,0,8,0,135,135,399,399,4db92fd7bed93944aff2e2becbc1e0b8cdeae80403417b431657919b0efe6d99,2,10,0,0,0,8,0,5,0,0,0,0,0,0,0,12,0,51,0,2,2,115,12086,138808,28,17,12,51,0,5,2,115
184,LOWIOUT,2,16,15,63,2,1,loss,7985,998.125,156743,0,156743,0,3293,109,64,0,64,7,11,0,2199,1332,90,0,3,0,93,0,3609,7817,1,4,0,9,0,135,135,399,399,d1a6385d6406da61b00c61873193518b3e45200eb8c78dca8c12d8089cd85034,0,1,1,0,9,0,4,0,0,0,0,0,0,0,11,0,64,0,2,0,75,2,157094,9057,15,26,64,7,5,0,75,2
185,QAZCET,0,16,62,63,2,0,ongoing,9600,1200.000,20519,42838,20519,42838,5045,6069,9,11,17,25,70,9,3393,1947,106,29,18,0,153,0,1721,9421,54,26,0,22,0,90,45,399,399,7faa3fb43b95d3fc6f3cf7e7675bff161b2823331da50dff84b2648c80ead698,0,54,1,2,3,19,0,26,0,0,0,0,0,0,70,9,9,11,0,3,16,486,32372,48420,81,15,16,25,1,7,16,486
185,QAZCET,0,16,62,63,2,1,loss,8519,1064.875,80993,0,80993,0,2977,-238,34,0,36,10,2,0,1614,1869,42,0,36,0,78,0,1209,8511,3,43,0,19,0,90,45,399,399,9ea24154339f68bf0237ee0ab2521370dcc1ce283d234b5cca7258a5aa8d3c8f,0,3,2,0,19,0,43,0,0,0,0,0,0,0,2,0,34,0,3,0,255,1,86628,12110,19,36,36,10,6,0,255,1
186,VERYMPBAR,0,16,62,63,2,0,win,8470,1058.750,25145,0,25145,0,3663,221,0,0,30,21,0,0,3193,2503,1,0,142,0,143,8217,1401,8217,28,16,0,15,1,90,45,399,399,23f556882bd51953ff923095cf82f9d5e2e0504c4ee65ecbaf816b6221f64a38,0,28,9,0,9,6,1,15,0,0,1,0,0,0,0,0,0,0,0,0,55,180,47098,22113,76,16,30,21,1,3,55,180
186,VERYMPBAR,0,16,62,63,2,1,win,9372,1171.500,0,31910,0,31910,-250,9340,0,0,20,24,0,0,2911,3126,0,1,67,0,68,9121,1361,9121,15,25,0,14,1,90,45,399,399,139f1638a9bb260cc049684530bd274fed271a79ab419831fefcd26372a30759,0,15,3,0,9,5,25,0,0,0,0,1,0,0,0,0,0,0,0,0,415,30,22427,61035,15,100,20,24,4,1,415,30
187,MINHIPER,0,16,62,63,2,0,ongoing,9600,1200.000,70410,36057,70409,36057,37880,3255,22,13,27,32,124,6,3430,2471,177,30,0,1,208,0,1073,9577,61,30,0,19,0,90,45,399,399,ae742f23d26e147fdb265dfef59649a9afe35924a90011c4ca1193b28c803dcd,0,61,12,1,2,17,0,30,0,0,0,0,0,0,124,6,22,13,0,6,33,436,70410,46680,131,16,27,32,1,7,33,436
187,MINHIPER,0,16,62,63,2,1,loss,5342,667.750,63243,0,63243,0,9027,68,49,0,49,8,6,0,1421,430,62,0,5,0,67,0,1033,5271,3,20,0,4,0,90,45,399,399,bb7774a340d62263492e484168f2a0a3a0ba5f46a6545600401e98651d9f7f89,0,3,2,0,4,0,20,0,0,0,0,0,0,0,6,0,49,0,1,0,40,0,63254,3301,14,10,49,8,3,0,40,0
188,HAMOUTING,0,16,62,63,2,0,ongoing,9600,1200.000,77,66211,77,66211,-199,8096,0,36,15,37,1,8,2158,2317,1,52,28,0,81,0,1161,9513,36,35,0,19,0,90,45,399,399,d3cc597f0027c4e3719f9c2c2570e0995fd46fd814f05cdfad0647c35421f1e9,0,36,2,2,2,17,0,35,0,0,0,0,0,0,1,8,0,36,0,1,5,340,18151,75891,44,11,15,37,1,6,5,340
188,HAMOUTING,0,16,62,63,2,1,loss,6430,803.750,78414,0,78414,0,1552,-219,40,0,40,3,9,0,1573,281,68,0,7,0,75,0,1297,6417,2,23,0,8,0,90,45,399,399,d9a94a4c67ca105954bbc204ed3d89e4953a492f0113d21702c9454619db2165,0,2,1,0,8,0,23,0,0,0,0,0,0,0,9,0,40,0,3,0,27,0,78491,1359,14,9,40,3,4,0,27,0
189,FUTADON,0,16,62,63,2,0,win,9294,1161.750,23925,0,23925,0,13046,-250,0,0,29,28,0,0,2650,2759,2,0,77,0,79,9051,1945,9051,0,35,0,14,1,90,45,399,399,6369b977c5a0ba803b8e287e9b6df4c97305ca912992f8663357bf2a86db4d5c,0,0,6,1,2,12,3,32,0,0,1,0,0,0,0,0,0,0,0,0,54,386,55421,44791,89,16,29,28,1,5,54,386
189,FUTADON,0,16,62,63,2,1,loss,3136,392.000,12545,1,12545,0,10940,-250,13,0,13,1,7,0,605,51,26,0,1,1,28,0,1257,2927,3,0,0,1,0,90,45,399,399,4c98e602117313ee10b6e22f390e6547251d40a1c443e434ac63f4bcb6f39dc5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,7,0,13,0,1,0,1,0,14346,1959,21,1,13,1,1,0,1,0
190,SUZUSMAR,3,16,61,63,2,0,win,5467,683.375,16803,0,16803,0,22137,-250,0,0,22,21,0,0,1935,1668,3,0,143,0,146,5249,1209,5249,12,17,0,13,1,180,180,399,399,8be89b66504bb4e448bb78c81331ebd9ec7c754a049ffae3d905edaf4b617c24,12,0,0,4,5,8,0,17,0,0,1,0,0,0,0,0,0,0,0,0,39,140,50779,26042,88,16,22,21,1,3,39,140
190,SUZUSMAR,3,16,61,63,2,1,ongoing,9600,1200.000,80450,29308,80450,29307,2322,2005,8,10,26,13,5,112,2757,1890,23,171,7,1,202,0,633,9561,58,49,0,24,0,180,180,399,399,a6eb001bee0ce6462efe8173f25aa0bcc79ae2e0c8d6c8f68856a301bba5e61a,49,9,0,0,24,0,49,0,0,0,0,0,0,0,5,112,8,10,6,0,737,15,95813,29549,17,114,26,13,9,0,737,15
191,DOUDIELUG,3,16,61,63,2,0,loss,9324,1165.500,0,141109,0,141109,140,7495,0,38,6,38,0,2,1200,2196,0,62,47,0,109,0,1089,9273,6,64,0,25,0,180,180,399,399,9b98e7fd8612b522f9dd44ebf2779515c29ed20cd96ca237a6406a0b7c1f00d6,6,0,0,2,0,25,0,64,0,0,0,0,0,0,0,2,0,38,0,6,2,322,24428,141233,58,14,6,38,0,8,2,322
