level,code,terrain,game_mode,player_powers,enemy_powers,speed,strategic_side,outcome,ticks,seconds,blue_population,red_population,blue_living_population,red_living_population,blue_mana,red_mana,blue_castles,red_castles,blue_peak_castles,red_peak_castles,blue_towns,red_towns,blue_action_markers,red_action_markers,blue_alive_slots,red_alive_slots,dead_slots,ruins,slots,war_tick,first_offense_tick,last_offense_tick,both_quakes,both_volcanoes,both_floods,both_knights,both_wars,blue_initial_population,red_initial_population,blue_initial_mana,red_initial_mana,state_hash,blue_exact_quakes,red_exact_quakes,blue_exact_swamps,red_exact_swamps,blue_exact_knights,red_exact_knights,blue_exact_volcanoes,red_exact_volcanoes,blue_exact_floods,red_exact_floods,blue_exact_wars,red_exact_wars,blue_unclassified_power_score,red_unclassified_power_score,blue_actual_towns,red_actual_towns,blue_actual_castles,red_actual_castles,blue_actual_knights,red_actual_knights,blue_actual_battles_won,red_actual_battles_won,blue_peak_actual_population,red_peak_actual_population,blue_peak_actual_towns,red_peak_actual_towns,blue_peak_actual_castles,red_peak_actual_castles,blue_peak_actual_knights,red_peak_actual_knights,blue_peak_actual_battles_won,red_peak_actual_battles_won
267,NIMOGOHAM,3,16,11,32,1,1,win,3887,485.875,0,17924,0,17924,1307,4636,0,0,16,28,0,0,0,0,0,1,58,0,59,3609,1593,3609,12,5,0,0,1,45,270,399,2700,1d4192b3a124187eea7ee8ed8709e22b361b2cc81ef374634c0f357d8873e0d2,12,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,60,21,16961,63647,19,98,16,28,0,0,60,21
268,BILOORD,3,16,11,32,1,0,loss,1668,208.500,0,20843,0,20843,-250,4761,0,0,1,27,0,0,0,0,0,1,31,0,32,1441,739,1441,2,0,0,0,1,45,270,399,2700,eb154d233b01679bf91cc152371cbc902078076f2ced96cf02ae8e01ae862cfa,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1823,24787,1,11,1,27,0,0,0,1
268,BILOORD,3,16,11,32,1,1,win,4286,535.750,0,29557,0,29557,-250,16588,0,0,23,25,0,0,0,0,0,1,17,0,18,4033,889,4033,13,12,0,0,1,45,270,399,2700,4a88cf0444f7012d6e8eb5f31d8ab1b40b91995393c901d05feba0d4a7b51d16,13,0,3,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,115,73,28406,47062,29,56,23,25,0,0,115,73
269,RINGDECON,3,16,11,32,1,0,loss,2045,255.625,0,20426,0,20426,-187,4265,0,0,1,24,0,0,0,0,0,1,46,0,47,1657,1161,1657,1,0,0,0,1,45,270,399,2700,ec374ada7983c595d60131305874696593bc1248466330e38df238fbeeac8449,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1793,25622,1,15,1,24,0,0,0,1
269,RINGDECON,3,16,11,32,1,1,win,5259,657.375,0,8399,0,8399,-46,16443,0,0,27,30,0,0,0,0,0,1,115,0,116,5019,1209,5019,0,31,0,0,1,45,270,399,2700,92a6b01a267046250afc1a212bd72152a5ebcab4ea1f14713b240d8637f05e35,0,0,1,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,68,51,39819,42453,15,61,27,30,0,0,68,51
270,WEAVDIILL,2,18,61,6,1,0,ongoing,9600,1200.000,28438,80058,28437,80058,1113,25946,16,52,20,52,33,7,0,0,57,79,3,1,140,0,5465,9240,0,0,0,11,0,45,45,399,2700,6424e4f540a6f840a25ed86167d35f1d84284edf001d5d8691869ed942d46ffa,0,0,0,1,0,11,0,0,0,0,0,0,0,0,33,8,16,51,0,1,13,94,31374,80058,42,14,20,52,0,4,13,94
270,WEAVDIILL,2,18,61,6,1,1,loss,6362,795.250,93926,1,93926,0,5458,-250,47,0,47,6,5,0,0,0,72,0,7,1,80,0,2529,6109,5,4,0,3,0,45,45,399,2700,8756823225dc9b4c7b62f8be1b90a0e0320b15e809391ea37d62c021af3a3b0c,5,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,47,0,1,0,50,0,93986,5751,20,16,47,6,2,0,50,0
271,ALPKOPTORY,2,18,61,6,1,0,loss,2733,341.625,1,18916,0,18916,146,6583,0,20,1,20,0,6,0,0,0,35,4,1,40,0,2273,2273,0,0,0,1,0,45,45,399,2700,837a4ba7a06ae4b105dd3a937deeed7fa48eae908cc54a4c81520ec2b0d84f59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,20,0,1,0,1,2796,21366,1,11,1,20,0,1,0,1
271,ALPKOPTORY,2,18,61,6,1,1,loss,3582,447.750,25909,1,25909,0,6230,922,30,0,30,2,1,0,0,0,43,0,0,1,44,0,3401,3401,0,0,0,1,0,45,45,399,2700,421e8bf26f27f5af5eacaeeaa66062fc50d21bb4108882780f7f3fb1dcd240ae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0,1,0,2,0,27793,4558,10,1,30,2,1,0,2,0
272,BADQAZEND,2,18,61,6,1,0,ongoing,9600,1200.000,13010,50838,13009,50838,-187,15680,5,31,10,31,5,8,0,0,11,57,8,1,77,0,4449,9443,4,0,0,8,0,45,45,399,2700,10dfcc6e529df00b12195961fc6e3c5c9839994346c00c3dc60435e2a72a7fb3,4,0,0,1,0,8,0,0,0,0,0,0,0,0,5,8,5,31,0,2,6,59,13189,50838,26,19,10,31,0,3,6,59
272,BADQAZEND,2,18,61,6,1,1,ongoing,9600,1200.000,63359,14274,63359,14274,3094,160,27,11,35,12,6,26,0,0,48,40,28,0,116,0,2977,9558,8,3,0,9,0,45,45,399,2700,b91b041917413a39682f8a017c94d77f5a9e2def2acf0fc270be6bdd28136479,8,0,0,2,9,0,3,0,0,0,0,0,0,0,6,26,27,11,3,0,109,8,63359,17387,13,56,35,12,3,0,109,8
273,IMMEED,2,18,61,6,1,0,loss,3769,471.125,1,43447,0,43447,-250,12424,0,36,6,36,0,1,0,0,0,55,3,1,59,0,2497,2497,0,0,0,1,0,45,45,399,2700,2a28960987a1030145aae2f156002a7f30c552ea7d76f624aacf149dc82f6651,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,36,0,1,0,14,4341,43473,9,10,6,36,0,1,0,14
273,IMMEED,2,18,61,6,1,1,ongoing,9600,1200.000,19571,110197,19571,110195,1857,2337,11,51,41,51,10,49,0,0,39,114,16,2,171,0,2177,9513,14,6,0,12,0,45,45,399,2700,9f91251634f11c03c66733a99479bc2d437238225ea30aeb803a65aac14d6cbf,14,0,0,3,12,0,6,0,0,0,0,0,0,0,10,49,11,51,2,0,154,76,53139,110197,18,67,41,51,3,0,154,76
274,HOBGBHAM,2,18,61,6,1,0,loss,4175,521.875,1,25772,0,25772,-250,3675,0,26,6,26,0,2,0,0,0,42,7,1,50,0,3241,3777,0,0,0,2,0,45,45,399,2700,47084231efe2baca5f8cdb4e352e4cfaad6d91ff3d3a9851553952c015566810,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,26,0,1,0,12,6144,25955,6,10,6,26,0,2,0,12
274,HOBGBHAM,2,18,61,6,1,1,loss,3490,436.250,27776,1,27776,0,6871,-250,28,0,28,0,3,0,0,0,42,0,5,1,48,0,2321,3185,1,0,0,1,0,45,45,399,2700,fc46e3959e65f3a195de6f00c19b740c7dfc2d0630d751bab1b7b108c9f1248e,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,28,0,1,0,7,0,27820,682,8,5,28,0,1,0,7,0
275,BUGINOND,3,18,61,6,1,0,ongoing,9600,1200.000,59475,45429,59474,45429,4413,777737,32,2,36,42,25,23,0,0,72,46,8,1,127,0,1354,9553,75,0,0,44,0,135,270,399,2700,3c440764a5867b935098ed8f8b1a9332db466a4ec7e73b5be58747c462c33b03,75,0,0,1,0,44,0,0,0,0,0,0,0,0,25,23,32,2,0,5,30,588,59475,110107,57,34,36,42,0,7,30,588
275,BUGINOND,3,18,61,6,1,1,win,8067,1008.375,1,235753,0,235753,-250,257862,0,66,24,66,0,53,0,0,0,156,25,1,182,0,953,6777,28,14,0,13,0,135,270,399,2700,94f86c368a588d1dd475c18bc4efaf9fd5a960e370b648b3034d1c558bcb8a21,28,0,0,90,9,4,14,0,0,0,0,0,0,0,0,53,0,66,0,1,44,122,31081,235839,30,65,24,66,4,1,44,122
276,SHADSODLOW,3,18,61,6,1,0,win,4465,558.125,15930,0,15930,0,2761,140542,0,0,33,31,0,0,0,0,4,0,121,0,125,4217,721,4217,53,0,0,9,1,135,270,399,2700,29a79cd19d0fce4ea29a16db9864c6eb501393690b694f9985cd653482078611,53,0,0,7,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,34,69147,46674,30,30,33,32,0,3,6,34
276,SHADSODLOW,3,18,61,6,1,1,loss,6381,797.625,140214,2,140214,0,4678,-250,40,0,54,6,8,0,0,0,76,0,60,2,138,0,697,6353,62,63,0,13,0,135,270,399,2700,88cb1b028c4ee89dda22d6cff6f3f072ffbe34cae08329d70311eb4141911d8e,62,0,0,0,13,0,63,0,0,0,0,0,0,0,8,0,40,0,2,0,432,15,144154,9966,16,65,54,6,6,0,432,15
277,CORYILL,3,18,61,6,1,0,win,7067,883.375,27786,0,27786,0,18808,410660,0,0,46,30,0,0,0,0,4,0,100,0,104,6857,1204,6857,49,0,0,24,1,135,270,399,2700,b8c315f8c9ca3cfc24a0e8f1e4be163ee6655f6a65c6bef69d408c319c670543,49,0,0,1,1,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,280,74902,50212,41,30,46,30,1,5,21,280
277,CORYILL,3,18,61,6,1,1,win,8083,1010.375,0,82288,0,82288,-250,64941,0,34,34,35,0,85,0,0,0,173,34,0,207,0,1129,7832,0,49,0,20,0,135,270,399,2700,6a10105baddc6a1322bd9c238fe31a95c8935c4f5a4c58848a3cf179dbba1888,0,0,0,23,14,6,49,0,0,0,0,0,0,0,0,85,0,34,0,1,562,63,54712,82418,21,97,34,35,7,1,562,63
278,BINOXTORY,3,18,61,6,1,0,ongoing,9600,1200.000,19865,107065,19863,107065,304,1095911,18,41,24,47,11,10,0,0,34,77,23,2,136,0,1289,9527,19,0,0,38,0,135,270,399,2700,db76c1ad6f12667f7c1a541576151b559fce29f6cc143dabf1f8a894601053c3,19,0,0,1,0,38,0,0,0,0,0,0,0,0,11,10,18,41,0,4,12,676,27525,124858,54,17,24,47,0,7,12,676
278,BINOXTORY,3,18,61,6,1,1,loss,9186,1148.250,155756,0,155756,0,5857,-250,48,0,50,12,3,0,0,0,70,0,37,0,107,0,945,9161,115,58,0,23,0,135,270,399,2700,f461893ac96dc32e2bcee3ccd4309ee08011f4d5453420301d9932c9b9bd20b1,115,0,0,3,23,0,58,0,0,0,0,0,0,0,3,0,48,0,3,0,536,18,161610,15949,18,55,50,12,5,0,536,18
279,SADEAEND,3,18,61,6,1,0,ongoing,9600,1200.000,73138,51241,73137,51241,25219,1053572,38,24,40,55,60,7,0,0,130,43,3,1,177,0,609,9397,44,0,0,36,0,135,270,399,2700,c942d1ac67c2ffe8ecfaaa50f085c01b3a7cdf97aefb34e233496608a2694a60,44,0,0,2,1,35,0,0,0,0,0,0,0,0,60,7,38,24,1,2,7,435,73138,181955,68,41,40,55,1,6,7,435
279,SADEAEND,3,18,61,6,1,1,ongoing,9600,1200.000,6660,202776,6660,202776,485,411833,0,48,31,48,0,75,0,0,1,185,4,0,190,0,665,7289,34,33,0,17,0,135,270,399,2700,d9911aa8aa71651df829105ae9f884d0eba9a206ccdf4feb3ca560a40fb79cff,34,0,0,52,12,5,33,0,0,0,0,0,0,0,0,75,0,48,1,1,404,72,50929,211542,20,88,31,48,5,1,404,72
280,LOWIKEME,1,18,61,6,1,0,ongoing,9600,1200.000,132927,40879,132927,40879,28964,228274,66,29,66,50,54,7,0,0,138,48,15,0,201,0,1953,9114,23,0,0,32,0,135,135,399,2700,33947d6e85f889f572f307ef63ffdbda4ec53a7e61def8c5b5c743aa61f7ecbb,23,0,0,3,2,30,0,0,0,0,0,0,0,0,54,7,66,29,1,2,64,455,132927,113929,65,28,66,50,1,8,64,455
280,LOWIKEME,1,18,61,6,1,1,ongoing,9600,1200.000,412,271136,412,271136,0,16048,0,68,35,68,8,85,0,0,8,191,8,0,207,0,2153,8968,11,5,0,17,0,135,135,399,2700,fe281b221f59322075e19b79d668b460e91f541a76f613b970de6ead154bef7f,11,0,0,47,10,7,5,0,0,0,0,0,0,0,8,85,0,68,0,1,94,99,49012,271136,31,94,35,68,3,1,94,99
281,QAZOGOOLD,1,18,61,6,1,0,ongoing,9600,1200.000,146404,58491,146404,58491,26757,219404,65,29,65,55,54,8,0,0,137,50,8,0,195,0,1273,9466,24,0,0,27,0,135,135,399,2700,979cc2fec5802329e66e9aa6bb2b62bb4320c0897d593ed90fd52faac801022d,24,0,0,1,2,25,0,0,0,0,0,0,0,0,54,8,65,29,1,1,40,337,146404,124868,65,18,65,55,1,6,40,337
281,QAZOGOOLD,1,18,61,6,1,1,ongoing,9600,1200.000,67285,58741,67285,58740,7657,29349,9,22,53,29,12,126,0,0,34,173,0,1,208,0,1337,9262,18,18,0,16,0,135,135,399,2700,d92c7cc1cb19d111dca163cc44d58ce29b86c25ab8e84dc56076f215b8cf0229,18,0,0,0,16,0,18,0,0,0,0,0,0,0,12,126,9,22,2,0,385,67,124664,58741,21,129,53,29,5,0,385,67
282,VERYUOND,1,18,61,6,1,0,loss,3309,413.625,1,47179,0,47179,-250,13521,0,39,4,39,0,8,0,0,0,60,0,1,61,0,1465,3012,2,0,0,4,0,135,135,399,2700,0b2ad61b27051c3607e057af74ea0aef5fb1cc7498c3a562977c6a80ae291eae,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,8,0,39,0,1,2,4,6379,48854,3,21,4,39,0,2,2,4
282,VERYUOND,1,18,61,6,1,1,ongoing,9600,1200.000,67778,29493,67778,29492,2524,164,37,18,40,25,2,49,0,0,57,78,14,1,150,0,2913,9555,0,19,0,18,0,135,135,399,2700,3a1355e3b0c03a0f729e2ab6822095a07b6e1c1659d3384f6d4ea2ef458a65bc,0,0,0,3,17,1,19,0,0,0,0,0,0,0,2,49,37,18,4,0,389,28,85255,29493,15,70,40,25,6,1,389,28
283,MINDELOW,1,18,61,6,1,0,ongoing,9600,1200.000,101954,64536,101953,64536,2984,276927,61,31,63,53,15,7,0,0,87,58,34,1,180,0,1897,9411,10,0,0,32,0,135,135,399,2700,d41875fc470414fafcd856db3981a3dc6af8538b2be969f837ead98a42215e51,10,0,0,4,0,32,0,0,0,0,0,0,0,0,15,7,61,31,0,4,29,385,102686,130646,56,16,63,53,0,7,29,385
283,MINDELOW,1,18,61,6,1,1,loss,3430,428.750,39239,1,39239,0,9947,-250,33,0,33,5,12,0,0,0,63,0,3,1,67,0,2281,3204,0,2,0,2,0,135,135,399,2700,0ea6e7f5534907dbe6feedcac0456b09eb7b897f546253804b831947f80b8efb,0,0,0,1,2,0,2,0,0,0,0,0,0,0,13,0,33,0,1,0,13,0,39940,6455,17,8,33,5,2,0,13,0
284,HAMDIICK,1,18,61,6,1,0,loss,5108,638.500,2,99887,0,99887,-250,40323,0,48,4,48,0,4,0,0,0,68,11,2,81,0,1825,4799,1,0,0,12,0,135,135,399,2700,b604f21c9d54ed88a54d3853274d300255d462a72d171a584cdf2689f00cf438,1,0,0,1,0,12,0,0,0,0,0,0,0,0,0,4,0,48,0,1,1,119,7778,100017,29,10,4,48,0,5,1,119
284,HAMDIICK,1,18,61,6,1,1,ongoing,9600,1200.000,45425,122053,45425,122053,4225,24308,18,38,39,44,8,101,0,0,40,168,0,0,208,0,1817,9435,34,16,0,6,0,135,135,399,2700,9ffbd7e2e1d294cea7132911f27731715674a7933b8e8e1e14ab7fc2a6d5df20,34,0,0,5,3,3,16,0,0,0,0,0,0,0,8,101,18,39,1,1,159,124,96357,122053,20,108,39,44,2,1,159,124
285,FUTKOPHOLE,1,16,56,1,3,0,win,8858,1107.250,31358,0,31358,0,18334,-250,0,0,43,33,0,0,2621,2502,1,0,108,0,109,8611,1777,8611,86,2,0,0,1,135,45,399,2700,7daf16f478595478c22343edd2390b37f036874d71c05e745aaac9518a96d647,0,86,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,115,206,86525,56749,114,24,43,33,0,0,115,206
285,FUTKOPHOLE,1,16,56,1,3,1,loss,5908,738.500,92030,0,92030,0,7262,-250,42,0,42,2,23,0,1737,542,81,0,8,0,89,0,993,5722,1,9,0,0,0,135,45,399,2700,100132f01e1625992390ec2bcbbf8d80171faae68525a851bcadc2558711580f,0,1,0,0,0,0,9,0,0,0,0,0,0,0,23,0,42,0,0,0,53,3,92127,5699,25,30,42,2,0,0,53,3
286,SUZQAZLAS,1,16,56,1,3,0,win,6416,802.000,38542,0,38542,0,20861,-250,0,0,51,23,0,0,1695,1842,2,0,193,0,195,6193,1417,6193,38,3,0,0,1,135,45,399,2700,3aade9236030675aa78f1bd257cc6b5ffb705ecc9c8005a5b4d76f631032f55b,0,38,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,68,81,123836,29872,106,25,51,23,0,0,68,81
286,SUZQAZLAS,1,16,56,1,3,1,win,9433,1179.125,0,81132,0,81132,-250,6160,0,27,21,27,0,97,3207,2710,0,158,13,0,171,0,2050,9355,54,12,0,0,0,135,45,399,2700,c384bd36a062ebc124e78df44fc861cb2e85d12f97c917bb7eaf2eb43c04b167,0,54,0,0,0,0,12,0,0,0,0,0,0,0,0,97,0,27,0,0,85,63,31500,81158,29,105,21,27,0,0,85,63
287,DOUEME,1,16,56,1,3,0,win,6488,811.000,30480,0,30480,0,7198,-250,0,0,28,12,0,0,1701,1632,1,0,124,0,125,6193,793,6193,14,0,0,0,1,135,45,399,2700,54fe45ac7eeb57f3d00b77d34a347f0f50eb2fd00f0dfaf7cfc3091f8ce33760,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,34,81259,16285,64,24,28,12,0,0,41,34
287,DOUEME,1,16,56,1,3,1,ongoing,9600,1200.000,43722,26950,43722,26950,6282,2229,7,18,27,19,19,67,2941,2065,37,104,2,0,143,0,775,9538,8,19,0,0,0,135,45,399,2700,25ab9542cd53cb4e89d58e7bd96c0f8a39128c84b3cd765baefb6c29850e1786,0,8,0,0,0,0,19,0,0,0,0,0,0,0,19,67,7,18,0,0,134,67,65287,26950,22,73,27,19,0,0,134,67
288,SHIGBOLD,1,16,56,1,3,0,win,6269,783.625,13537,0,13537,0,19495,-250,0,0,24,22,0,0,1416,1637,2,0,150,0,152,6058,1033,6058,21,3,0,0,1,135,45,399,2700,9743143c86b38257579ebc3ebc108c757d727feb00468d9bed98ba6095236094,0,21,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,38,47,47026,28261,95,29,24,22,0,0,38,47
288,SHIGBOLD,1,16,56,1,3,1,win,6573,821.625,0,51520,0,51520,-250,4286,0,9,8,14,0,63,2219,1101,0,91,13,0,104,0,1855,6479,46,1,0,0,0,135,45,399,2700,2d10a1e568da56ad8ba420a70f7f79090aeb2e71e61596926580757fb13bc2bc,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,63,0,9,0,0,2,60,11174,51684,28,63,8,14,0,0,2,60
289,HURTASBOY,1,16,56,1,3,0,win,7201,900.125,49582,0,49582,0,7720,-250,0,0,42,24,0,0,1653,2162,4,0,160,0,164,6985,1225,6985,50,4,0,0,1,135,45,399,2700,17b3e7cc7e7d8aded205cf8ffe1b2aa58391a117a4b89e2463f52df42a063e17,0,50,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,51,106,98776,41796,95,16,42,24,0,0,51,106
289,HURTASBOY,1,16,56,1,3,1,ongoing,9600,1200.000,48611,24858,48611,24858,9407,-177,12,8,37,16,15,66,2737,2175,38,96,5,0,139,0,761,9502,8,24,0,0,0,135,45,399,2700,27a2e5cbb158cb483da18d65acb6ae7b3f5a9dc31b527d93202069df43f3413f,0,8,0,0,0,0,24,0,0,0,0,0,0,0,15,66,12,8,0,0,140,27,97021,26244,19,69,37,16,0,0,140,27
290,JOSSODDOR,2,16,56,2,1,0,ongoing,9600,1200.000,42349,92586,42349,92586,2679,167101,24,43,25,53,28,1,0,0,58,59,4,0,121,0,0,0,0,0,0,0,0,315,405,399,2700,ce05ef26c93040bc10983361cef17ca1ef634ba2b8ebcd6396e9a9a11b0d3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,24,43,0,0,6,43,42349,126656,34,7,25,53,0,0,6,43
290,JOSSODDOR,2,16,56,2,1,1,ongoing,9600,1200.000,4173,125297,4173,125297,998,17768,6,48,34,48,2,59,0,0,15,121,9,0,145,0,3761,7541,0,5,0,0,0,315,405,399,2700,759956c2aa802f89dc73f28978de8f0d711d08888d56c78a09ccb4a272081b3d,0,0,0,20,0,0,5,0,0,0,0,0,0,0,2,59,6,48,0,0,35,46,43878,125297,16,68,34,48,0,0,35,46
291,TIMYICK,2,16,56,2,1,0,ongoing,9600,1200.000,40178,125381,40178,125381,1216,166443,28,54,28,57,27,7,0,0,61,82,5,0,148,0,5209,5209,0,1,0,0,0,315,405,399,2700,5f8018974c8222e50f7ba95c422487a901ae2d343aad7c4df96ad2e5d5e91328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,7,28,54,0,0,23,51,48097,140315,42,14,28,57,0,0,23,51
291,TIMYICK,2,16,56,2,1,1,ongoing,9600,1200.000,48485,45299,48485,45299,6068,1942,18,22,35,23,5,74,0,0,39,114,1,0,154,0,4113,9241,0,9,0,0,0,315,405,399,2700,b16f93b40188f534f18c6141247e9d93fa1510d08659e8f86d4f18460661568c,0,0,0,10,0,0,9,0,0,0,0,0,0,0,5,74,18,22,0,0,55,14,71713,45301,14,79,35,23,0,0,55,14
292,CALOXHOLE,2,16,56,2,1,0,win,8771,1096.375,30205,0,30205,0,4763,102849,0,0,28,31,0,0,0,0,2,0,175,0,177,8512,3833,8512,0,4,0,0,1,315,405,399,2700,97adc49f19b7f898da8b68358459a1d2b8dff8cf82cd94f9d45769472ced724f,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,50,79,62458,35815,116,9,28,31,0,0,50,79
292,CALOXHOLE,2,16,56,2,1,1,ongoing,9600,1200.000,82371,6835,82371,6835,1244,3376,43,2,43,11,6,52,0,0,64,61,4,0,129,0,3025,9537,0,15,0,0,0,315,405,399,2700,7f5a10bd751a4eb381e0f789df81fff6c2ecff97a9e4021861b8e395ee632ce7,0,0,0,1,0,0,15,0,0,0,0,0,0,0,6,52,43,2,0,0,54,10,88034,25787,14,58,43,11,0,0,54,10
293,SCOEALAS,2,16,56,2,1,0,ongoing,9600,1200.000,33027,109176,33027,109176,1939,202449,24,58,25,60,53,7,0,0,80,83,30,0,193,0,4801,8289,0,3,0,0,0,315,405,399,2700,54ecf63714c503fcfd55d8328e0267a1a2a8e279ffc9951c0149a600069e6071,0,0,0,0,0,0,3,0,0,0,0,0,0,0,53,7,24,58,0,0,57,134,33027,128200,81,17,25,60,0,0,57,134
293,SCOEALAS,2,16,56,2,1,1,ongoing,9600,1200.000,12079,43477,12079,43477,6206,3864,12,18,35,20,7,98,0,0,26,131,4,0,161,0,2923,8196,0,9,0,0,0,315,405,399,2700,920d0388e8d87f8aa0c8a43ba3995cdc1fef39f8e8a6377737fd9aed8c2e87a9,0,0,0,14,0,0,9,0,0,0,0,0,0,0,7,98,12,18,0,0,80,37,54452,43696,17,99,35,20,0,0,80,37
294,SWAIKEAL,2,16,56,2,1,0,ongoing,9600,1200.000,109768,62405,109768,62405,4705,151653,47,28,47,52,23,4,0,0,76,49,0,0,125,0,8761,8761,0,1,0,0,0,315,405,399,2700,53167fb511d4f63d2f7fd0b80d68f8fc458c1979e54d6c162405f75a979009ef,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,4,47,28,0,0,64,59,109768,116185,25,12,47,52,0,0,64,59
294,SWAIKEAL,2,16,56,2,1,1,ongoing,9600,1200.000,2496,126894,2496,126894,30,52403,5,48,20,48,4,61,0,0,14,121,5,0,140,0,3514,8151,0,5,0,0,0,315,405,399,2700,9721f0bb6093d053c0b2c4303a02198dde719106eba3e50941859a35d1aed699,0,0,0,4,0,0,5,0,0,0,0,0,0,0,4,61,5,48,0,0,64,81,34789,126894,14,75,20,48,0,0,64,81
295,KILLQUEPIL,0,16,8,8,1,0,ongoing,9600,1200.000,63794,35859,63794,35859,8244,3500,26,0,26,55,99,3,0,0,162,8,15,0,185,0,1401,9473,0,81,0,0,0,45,45,399,2700,0d22e2db780f192a97809f54a0c4f424858a09b9e495582f9a3ed54224970178,0,0,0,0,0,0,7,74,0,0,0,0,0,0,99,3,26,0,0,0,48,191,63794,81767,103,17,26,55,0,0,48,191
295,KILLQUEPIL,0,16,8,8,1,1,loss,6151,768.875,97974,0,97974,0,7747,-119,62,0,62,2,14,0,0,0,98,0,3,0,101,0,2289,6101,0,42,0,0,0,45,45,399,2700,fb57b057746c23f3561f7271e44a65f03c48a3685b4482f2e6a5277621042f8e,0,0,0,0,0,0,42,0,0,0,0,0,0,0,14,0,62,0,0,0,60,2,98000,2864,19,20,62,2,0,0,60,2
296,EOAUBOY,0,16,8,8,1,0,ongoing,9600,1200.000,104014,9274,104014,9274,9832,1236,29,8,30,25,104,4,0,0,191,16,1,0,208,0,1745,9562,0,55,0,0,0,45,45,399,2700,c34e1932598dc1b878e4ac0fc84025aa31299add1d242d8a385067942e745da3,0,0,0,0,0,0,21,34,0,0,0,0,0,0,104,4,29,8,0,0,135,201,104014,33441,118,19,30,25,0,0,135,201
296,EOAUBOY,0,16,8,8,1,1,ongoing,9600,1200.000,4801,87772,4801,87772,131,5749,5,27,27,27,13,39,0,0,24,100,19,0,143,0,1665,9514,0,45,0,0,0,45,45,399,2700,96992bc2ca3e4c18917e788e9518dbf83f17929b83991ec440d46a7d6c302663,0,0,0,0,0,0,27,18,0,0,0,0,0,0,13,39,5,27,0,0,113,85,44319,87772,20,71,27,27,0,0,113,85
297,BURDEDOR,0,16,8,8,1,0,ongoing,9600,1200.000,5030,86861,5030,86861,-11,4482,0,53,4,62,34,4,0,0,53,76,3,0,132,0,2121,9577,0,89,0,0,0,45,45,399,2700,cf1ccdf4e0062734d460c550718d563da4067a3b067d0a4f09fb9ac2aa946fbb,0,0,0,0,0,0,0,89,0,0,0,0,0,0,34,4,0,53,0,0,20,106,5030,108384,37,18,4,62,0,0,20,106
297,BURDEDOR,0,16,8,8,1,1,ongoing,9600,1200.000,1437,82066,1437,82066,4355,7449,3,19,37,20,2,100,0,0,10,176,19,0,205,0,1641,9435,0,57,0,0,0,45,45,399,2700,cb38b9b2f8224fc8ba68c41ef75207cdeab8bb3a8f07126f103de9b5f2c8ec61,0,0,0,0,0,0,51,6,0,0,0,0,0,0,2,100,3,19,0,0,272,139,43801,82066,14,131,37,20,0,0,272,139
298,MORDIPAL,0,16,8,8,1,0,ongoing,9600,1200.000,3497,118461,3497,118461,17,8391,0,66,3,71,27,9,0,0,35,96,8,0,139,0,2209,9556,0,94,0,0,0,45,45,399,2700,7bb372fa6983e32aee6a6378b49ac32375bfd8548e675f036ed4c6b95b45dee2,0,0,0,0,0,0,0,94,0,0,0,0,0,0,27,9,0,66,0,0,11,68,3966,125783,29,20,3,71,0,0,11,68
298,MORDIPAL,0,16,8,8,1,1,ongoing,9600,1200.000,22448,87141,22448,87141,1467,18850,0,37,46,37,1,106,0,0,6,199,3,0,208,0,1633,9454,0,71,0,0,0,45,45,399,2700,bdd20f46fa2246d804f1e3bc996543803dec0e94d2fbf1ad427da11fe0d11af0,0,0,0,0,0,0,49,22,0,0,0,0,0,0,1,106,0,37,0,0,185,51,52944,87141,28,113,46,37,0,0,185,51
